,name,price,type,종류,소재,치수,제조사,제조국,취급시 주의사항,품질보증기준,A/S 책임자,색상,크기,제품 소재,세탁방법/취급시 주의사항,제조연월,비비안웨스트우드 / 지인터내셔날㈜,이탈리아,"수분, 직사광선, 이염, 변색, 화기 등 주의(고객센터문의)",관련 법 및 소비자 분쟁해결 규정에 따름,관련법 및 소비자 분쟁 해결기준에 따름
210,마크제이콥스 Mini Trifold Snapshot_NewCloudWhite_MBACM22,"295,000원",luxury,지갑,"겉감: 소가죽, 폴리우레탄 코팅 100%",,제조사 : 코오롱인더스트리(주)FnC부문 수입사 : 코오롱인더스트리(주)FnC부문,베트남,"착용 및 보관시 습기나 물에 노출되지 않는 것이 좋으며, 물에 닿았을 경우 마른 수건으로 닦아주고 서늘한 곳에서 말려주는 것이 좋다.",품질보증기간은 구입일로부터 1년입니다.,02-336-9256,NEW CLOUD WHITE MULT,9.5 x 7 x 3 cm,,,,,,,,
211,미니 지퍼 베이스워터,"1,810,000원",luxury,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
212,[친구 맺고 3%적립] 비세토스 오리지널 키링,"145,000원",luxury,상품상세설명 참조,COATED CANVAS,8.5 X 3.0 X 1.0 cm,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
213,[프라다] 사피아노 가죽 키체인 1PP142-053-F068Z 라프리마,"355,000원",luxury,키체인,SAFFIANO(소가죽),가로 2cm x 세로 10cm,PRADA/병행수입(라프리마),ITALY,모든 소재의 제품은 마찰시 이염이 될수 있습니다. 미사용시 평상온도의 습하지 않은 실내에서 더스트백에 보관하시기를 권장합니다. 세탁 및 염색을 필요로 할시에는 꼭 명품수선 전문점 과 상의하셔야 합니다.,관련법 및 소비자 분쟁해결기준에 따름,"라프리마/상담 1833-3946, AS 1833-9347",,,,,,,,,,
214,AMI UKS004 016 968 아미 드 꾀흐 인타르시아 니트,"439,000원",luxury,,,상세페이지참조,아미/㈜트렌드메카-병행수입,브랜드국-프랑스(FRANCE)(원산지:이탈리아),,상세페이지참조,(주)트랜드메카 고객센터/1599-3735,화이트,,울,상세페이지참조,상세페이지참조,,,,,
215,GLAM SLAM 트라이폴드 지갑,"752,000원",luxury,상세페이지 참조,상세페이지 참조,,상세페이지 참조,상세페이지 참조,상세페이지 참조,상세페이지 참조,상세페이지 참조,상세페이지 참조,상세페이지 참조,,,,,,,,
216,[MARKDOWN 30% 할인]RELATIVITY 가죽 미니 백,30%,luxury,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
217,[친구 맺고 3%적립] [30%off][토리버치 공식]엘라 토트,"301,000원",luxury,토트백,겉감 : 나일론 100%. 안감 : 폴리에스터 100%. 배색 : 폴리우레탄 100%.,,제조사 : 토리버치 수입자 : 삼성물산 패션부문,캄보디아,1. 이 제품은 가죽 배색 제품으로 세탁 불가합니다. 2. 세탁하면 가죽 부위가 수축되어 제품 형태가 변형될 수 있습니다. 3. 부분적인 오염은 발생 즉시 미지근한 중성세제로 닦아낸 후 모양을 잡아 그늘에서 건조하십시오. 4. 짙은 색상의 경우 일광에 지속적으로 노출되면 탈색될 수 있습니다.,"1.본 제품은 정부 고시 소비자분쟁해결 기준에 의거하여 고객의 피해를 보상해드립니다. ①?원단불량, 부자재불량, 봉제불량, 사이즈부정확, 부당표시(미표시 및 부실표시) 및 소재구성 부적합으로 인한 세탁사고 : 무상수리, 교환, 환급 순으로 보상.  ② 사이즈가 맞지 않거나 디자인/색상 불만 : 배송완료일로부터 7일 이내로서 제품의 손상이 없는 경우 교환 또는 환급  ③?교환 및 환급기준 ????? i) 교환 또는 환급은 구입가를 기준으로 함. 단, 품질보증기간(1년) 경과 제품은 감가(세탁업배상비율표 적용)함. ????? ii) 상하 일착인 경우 한쪽에만 이상이 있어도 일착으로 처리. 단, 소재 및 디자인이 다를 경우엔 해당 의류만 교환.  2. 소비자 부주의에 의한 제품훼손 및 세탁 잘못으로 인한 변형에 대해서는 보상의 책임을 지지 않으며, 수선 가능시에는 실비로 수선해드립니다.?",삼성물산 패션부문 고객상담실: 1599-0007,베이지,F,,,,,,,,
218,[GG 마몽] 키체인 지갑,"520,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
219,[MARKDOWN 30% 할인]마르니 로고 양말,30%,luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
220,바이폴드 지갑,"538,000원",luxury,반지갑/카드지갑,천연가죽(소),"F,0",신세계인터내셔날,이탈리아,"물에 젖었을때 직사광선이나 열로 직접 건조하면 변형,변질 될 수 있으니 통풍이 잘되는 그늘에서 건조권장함/ 가죽류의 경우, 가죽전용크림을 사용하여 주 1회 손질할 경우 장기간 사용 가능함/ 가죽류의 오염의 경우, 가죽전용 크림으로 세척하되 일반세척제나 벤졸성분 사용을 금지함※ 상품에 부착된 케어라벨을 참조하세요",관련법 및 소비자 분쟁해결 규정에 따름,(신세계인터내셔날 고객센터 1644-4490),,,,,,,,,,
221,세르펜티 카보숑 마이크로 백,"1,200,000원",luxury,상품상세설명 참조,상품상세설명 참조,,불가리,이탈리아,"불가리 가방이나 지갑에 물건을 과도하게 수납할 경우, 실루엣이 변형되거나 숄더 스트랩과 잠금장치, 버클 등이 손상될 수 있습니다. 제품을 사용하지 않을 때는 제품의 원래 형태를 유지하기 위해 티슈로 가방 안을 채운 후 제품과 함께 제공된 더스트 백에 넣어 보관하십시오 섬세한 레더에 흔적이나 자국을 남기지 않도록, 체인 또는 특수 핸들은 백 안에 접어 넣으십시오. 거친 질감의 소재는 레더 제품의 표면을 손상시킬 수 있으므로 접촉을 피하고, 화학물질이나 유분기, 메이크업 제품이나 향수에 닿지 않도록 유의하십시오. 레더 제품이 물, 습기 및 극한 온도에 노출되지 않도록 주의를 기울여야 합니다. 제품이 물기에 노출된 경우에는 부드러운 마른 천을 이용하여 문지르는 대신 가볍게 톡톡 두드려 바로 물기를 흡수시키십시오. 얼룩이 생기는 즉시 부드럽고 잘 마른 흰색 천을 이용하여 얼룩을 가볍게 톡톡 두드려 제거하십시오. 가죽이나 텍스타일 소재에 알코올, 용제 또는 얼룩 제거제와 같이 손상을 야기할 수 있는 용액을 사용해서는 안 됩니다. 얼룩이 사라지지 않으면 불가리 부티크 에 방문해주시기 바랍니다. 레더 제품이 변색될 수 있으므로 직사광선이나 인공 조명에 장기간 노출하지 마십시오. 화이트 계열의 레더 제품은 특히 빛에 민감하기 때문에 장시간 빛에 노출되면 누렇게 변색될 수 있습니다. 레더 소재의 제품 표면이 변색될 수 있으므로 페이턴트 레더 제품의 경우 PVC 코팅 표면에 닿지 않도록 유의하십시오. 불가리 자수 장식은 귀금속으로 제작되므로 손상을 야기하는 강한 알코올 또는 용액과의 접촉을 피하십시오.디지털 정품 보증서는 불가리에서 엄격한 품질 표준에 따라 디자인 및 제작한 불가리 정품 가죽 제품임을 인증하는 문서입니다. 정품 보증서는 구매일 및 정품을 인증하는 증거가 되며, 전 세계 모든 지역에서 제조상의 결함과 관련하여 2년간의 보증이 적용됩니다. 서비스를 받기 위해 방문하시는 경우 가방 또는 액세서리 구매 시 함께 제공된 디지털 정품 보증서를 지참해야 합니다. 스마트폰으로 디지털 정품 보증서에 인쇄된 QR 코드 또는 NFC 코드를 스캔하면 불가리 제품에 대한 세부 정보를 확인할 수 있습니다. 불가리 가죽 제품에는 NFC(근거리무선통신) 태그가 포함되어 있습니다. NFC 태그를 스캔하면 일련 번호, 제품 코드, 정품을 인증하는 디지털 서명 등 정품 및 품질을 보증하는 자세한 정보를 확인할 수 있습니다. 태그는 NFC 장치를 이용하여 판독할 수 있으며, 개인 정보 및 제품 소유자를 판별하는 데이터는 포함되어 있지 않습니다.",상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
222,[시즌오프 20%할인] [공식] 로고 플랩 동전지갑 브라운,"231,000원",luxury,지갑,상품상세설명 참조,상품상세설명 참조,비비안웨스트우드 / 지인터내셔날㈜,상품상세설명 참조,"수분, 직사광선, 이염, 변색, 화기 등 주의(고객센터문의)",관련 법 및 소비자 분쟁해결 규정에 따름,1899-6407,,,,,,,,,,
223,TROPICALIA 마이크로 백,"1,160,000원",luxury,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
224,TROPICALIA SUMMER 스몰 백,"1,390,000원",luxury,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
225,[롯데백화점]톰브라운 22FW 공용 랍스터 울 머플러 그레이 FKS056A Y1002 0,"717,030원",luxury,머플러,WOOL,ONE SIZE,톰브라운//(주)이지겟인터내셔널 (팹스타일/병행수입),이탈리아,"각 제품의 세탁법을 참고하시고, 햇빛,수분,이염,탈색 등에 주의하여 사용해 주시기 바랍니다.",관련법 및 소비자 분쟁해결 규정에 따름,(주)이지겟인터내셔널 (팹스타일)//02-542-7677,,,,,,,,,,
226,폴디드 멀티 카드 지갑,"400,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
227,TROPICALIA 미니 버킷 백,"1,500,000원",luxury,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
228,키링 바이폴드 카드 홀더,"449,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
229,Sarah Shoulder A Strap Bag,"939,000원",luxury,크로스백,소가죽100%,,A.P.C/㈜아이디룩,모로코,세탁불가 / 상품 취급주의 참조,1. 공정거래위원회 고시 내 소비자 분쟁해결기준에 의거 보상합니다.  2. 구입 후 7일이내 제품에 손상이 없을 경우 교환 또는 환불 받으실 수 있습니다.  (고객변심에 의한 경우에는 왕복택배비를 부담)   3. 수령상품이 불량일 경우 자체 검품 확인후 교환 또는 환불이 가능합니다.,(주)아이디룩 고객센터 1833-2250,88(BROWN),"크기: 24.7 x 18 cm, 스트랩: 50 cm.",,,,,,,,
230,마이크로 알렉사,"820,000원",luxury,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
231,탐부 01,"320,000원",luxury,선글라스,아세테이트,"프레임 정면 146.3 mm,  프레임 옆면 146 mm, 렌즈 가로 50.1 mm, 렌즈 높이 32.4 mm",제조자 : 젠틀몬스터 / 수입자 : 아이아이컴바인드,중국,사용상 주의사항  - 태양 직접 관촬용이 아님 - 일광욕실에서와 같은 인공 광원에 대한 보호용이 아님 - 역학적 충격 위해에 대한 눈 보호용이 아님  취급 주의사항  - 제품을 착용한 상태에서의 격렬한 운동은 파손으로 인해 얼굴에 중상을 입힐 위험이 있으니 주의하시기 바랍니다. - 제품은 케이스에 넣어 건조한 장소에 보관하십시오. - 섭씨 영하 10도에서 영상 35도 사이의 온도에 보관하십시오. - 차 안 대시보드와 같이 밀폐된 공간에서 햇볕에 노출되거나 고온에 방치되는 경우 제품 기능에 손상을 줄 수 있습니다.,관련법 및 소비자 분쟁해결 기준에 따름,주식회사 아이아이컴바인드,,,,,,,,,,
232,[GG 마몽] 스몰 토트백,"2,870,000원",luxury,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
233,발리 타이크 카드 지갑 TYKE.LT-BK,"179,000원",luxury,카드지갑,CALF(소가죽),가로 11cm x 세로 7.5cm,BALLY /병행수입(라프리마),CHINA,모든 소재의 제품은 마찰시 이염이 될수 있습니다. 미사용시 평상온도의 습하지 않은 실내에서 더스트백에 보관하시기를 권장합니다. 세탁 및 염색을 필요로 할시에는 꼭 명품수선 전문점 과 상의하셔야 합니다.,관련법 및 소비자 분쟁해결기준에 따름,"라프리마/ 상담 1833-9346, 수선문의 1833-9347",,,,,,,,,,
234,[친구맺고 3% 적립] [30%off][토리버치 공식]키라 쉐브론 페이턴트 카드 케이스,"119,000원",luxury,지갑,겉감 : 천연가죽(양). 안감 : 폴리에스터 70%. 안감 : 레이온 30%.,상세설명 참조,삼성물산 패션부문,상세설명 참조,상세설명참조,상세설명참조,삼성물산 패션부분 1599-0007,,,,,,,,,,
235,자카드 스몰 사이즈 쇼핑백,"1,330,000원",luxury,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
236,TRUNK 소프트 미디엄 백,"2,430,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
237,마이크로 세이디 스퀘어,"820,000원",luxury,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
238,여성 VEJA X MARNI V-15 하이탑 스니커즈,"450,000원",luxury,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,,,,,,,
239,GG 하프문 쉐입 미니백,"1,710,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
240,생로랑 금장 카드케이스(423291 BOW01),"445,000원",luxury,카드케이스,소가죽,,생로랑//롯데쇼핑(주), 이탈리아,품질보증기준,,,블랙(BK),"10,5 X 7,5 X 0,5 CM",,,,,,,,A/S 책임자
241,[친구 맺고 3%적립] [30%off][토리버치 공식]밀러 미디엄 플랩 월렛,"231,000원",luxury,지갑,겉감 : 천연가죽(소). 안감 : 폴리에스터 70%. 안감 : 레이온 30%. 배색 : 천연가죽(소).,F,제조사 : 토리버치 수입자 : 삼성물산 패션부문,필리핀,1. 이 제품은 가죽 배색 제품으로 세탁 불가합니다. 2. 세탁하면 가죽 부위가 수축되어 제품 형태가 변형될 수 있습니다. 3. 부분적인 오염은 발생 즉시 미지근한 중성세제로 닦아낸 후 모양을 잡아 그늘에서 건조하십시오. 4. 짙은 색상의 경우 일광에 지속적으로 노출되면 탈색될 수 있습니다.,"1.본 제품은 정부 고시 소비자분쟁해결 기준에 의거하여 고객의 피해를 보상해드립니다. ①?원단불량, 부자재불량, 봉제불량, 사이즈부정확, 부당표시(미표시 및 부실표시) 및 소재구성 부적합으로 인한 세탁사고 : 무상수리, 교환, 환급 순으로 보상.  ② 사이즈가 맞지 않거나 디자인/색상 불만 : 배송완료일로부터 7일 이내로서 제품의 손상이 없는 경우 교환 또는 환급  ③?교환 및 환급기준 ????? i) 교환 또는 환급은 구입가를 기준으로 함. 단, 품질보증기간(1년) 경과 제품은 감가(세탁업배상비율표 적용)함. ????? ii) 상하 일착인 경우 한쪽에만 이상이 있어도 일착으로 처리. 단, 소재 및 디자인이 다를 경우엔 해당 의류만 교환.  2. 소비자 부주의에 의한 제품훼손 및 세탁 잘못으로 인한 변형에 대해서는 보상의 책임을 지지 않으며, 수선 가능시에는 실비로 수선해드립니다.?",삼성물산 패션부문 고객상담실: 1599-0007,,,,,,,,,,
242,[친구 맺고 3%적립] [30%off][토리버치 공식]키라 쉐브론 체인 월렛,"455,000원",luxury,카드케이스,겉감 : 천연가죽(양). 안감 : 폴리에스터 70%. 안감 : 레이온 30%.,F,제조사 : 토리버치 수입자 : 삼성물산 패션부문,중국,1. 이 제품은 가죽 배색 제품으로 세탁 불가합니다. 2. 세탁하면 가죽 부위가 수축되어 제품 형태가 변형될 수 있습니다. 3. 부분적인 오염은 발생 즉시 미지근한 중성세제로 닦아낸 후 모양을 잡아 그늘에서 건조하십시오. 4. 짙은 색상의 경우 일광에 지속적으로 노출되면 탈색될 수 있습니다.,"1.본 제품은 정부 고시 소비자분쟁해결 기준에 의거하여 고객의 피해를 보상해드립니다. ①?원단불량, 부자재불량, 봉제불량, 사이즈부정확, 부당표시(미표시 및 부실표시) 및 소재구성 부적합으로 인한 세탁사고 : 무상수리, 교환, 환급 순으로 보상.  ② 사이즈가 맞지 않거나 디자인/색상 불만 : 배송완료일로부터 7일 이내로서 제품의 손상이 없는 경우 교환 또는 환급  ③?교환 및 환급기준 ????? i) 교환 또는 환급은 구입가를 기준으로 함. 단, 품질보증기간(1년) 경과 제품은 감가(세탁업배상비율표 적용)함. ????? ii) 상하 일착인 경우 한쪽에만 이상이 있어도 일착으로 처리. 단, 소재 및 디자인이 다를 경우엔 해당 의류만 교환.  2. 소비자 부주의에 의한 제품훼손 및 세탁 잘못으로 인한 변형에 대해서는 보상의 책임을 지지 않으며, 수선 가능시에는 실비로 수선해드립니다.?",삼성물산 패션부문 고객상담실: 1599-0007,,,,,,,,,,
243,마크제이콥스 Top Zip Multi Wallet GlamShot_Pebble_MBACM2,"206,500원",luxury,지갑,겉감: 양가죽 100%,,제조사 : 코오롱인더스트리(주)FnC부문 수입사 : 코오롱인더스트리(주)FnC부문,베트남,"착용 및 보관시 습기나 물에 노출되지 않는 것이 좋으며, 물에 닿았을 경우 마른 수건으로 닦아주고 서늘한 곳에서 말려주는 것이 좋다.",품질보증기간은 구입일로부터 1년입니다.,02-336-9256,PEBBLE,5in L x 1in D x 3in H  13cm L x 2cm D x 9cm H,,,,,,,,
244,살바토레페라가모 22 0386 0755822 (220386 755822) 비바 보우 키링,"219,000원",luxury,키링,양가죽,SIZE - 4cmx8cmx4cm,살바토레페라가모/(주)트랜드메카-병행수입,브랜드국-이탈리아(ITALY)(원산지:이탈리아),"화장품,향수,마찰등으로 변색,탈색,이염등 상품이 손상 될수 있으니 주의하세요. / 충격과 비틀림에 의한 파손에 주의하세요. / 피부가 민감하여 알러지 반응이 있을시 착용을 중지하세요. / 천연가죽 특성상 작은상처나 가죽결 및 약간의 색조차이가 발생할 수 있으므로, 이점은 결함으로 볼 수 없습니다. / 취급시 수분(물, 땀, 향수 등), 기름, 습기(여름철 습도 등), 온도와 직사광선을 피하여 보관, 사용하시기 바랍니다.",구입일로부터 1년. 관련법 및 소비자 분쟁해결 기준에 따름,(주)트랜드메카 고객센터/1599-3735,,,,,,,,,,
245,[친구 맺고 3%적립] M Pup 컬러 스플래시 로고 가죽 카드 케이스,30%,luxury,지갑,상품상세설명 참조,상품상세설명 참조,성주디앤디,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,성주디앤디,,,,,,,,,,
246,오렌지 실크 타이(Z4D83T1P8OR1),"290,000원",luxury,지갑,상품상세설명 참조,,Ermenegildo Zegna/EZRA korea,이탈리아,"직사광선과 고온, 습기에 주의하여 보관",관련 법 및 소비자 분쟁해결 규정에 따름,에르메네질도 제냐 하얏트 부티크 02)3785-0285,브라이트 그린,10 x 8cm,,,,,,,,
247,[오피디아] 미디엄 GG 토트백,"1,810,000원",luxury,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
248,[친구 맺고 3%적립] [30%off][토리버치 공식]로빈슨 패치워크 탑집 카드 케이스,"154,000원",luxury,카드지갑,겉감 : 천연가죽(소). 안감 : 폴리에스터 70%. 안감 : 레이온 30%.,F,제조사 : 토리버치 수입자 : 삼성물산 패션부문,중국,1. 이 제품은 가죽 배색 제품으로 세탁 불가합니다. 2. 세탁하면 가죽 부위가 수축되어 제품 형태가 변형될 수 있습니다. 3. 부분적인 오염은 발생 즉시 미지근한 중성세제로 닦아낸 후 모양을 잡아 그늘에서 건조하십시오. 4. 짙은 색상의 경우 일광에 지속적으로 노출되면 탈색될 수 있습니다.,"1.본 제품은 정부 고시 소비자분쟁해결 기준에 의거하여 고객의 피해를 보상해드립니다. ①?원단불량, 부자재불량, 봉제불량, 사이즈부정확, 부당표시(미표시 및 부실표시) 및 소재구성 부적합으로 인한 세탁사고 : 무상수리, 교환, 환급 순으로 보상.  ② 사이즈가 맞지 않거나 디자인/색상 불만 : 배송완료일로부터 7일 이내로서 제품의 손상이 없는 경우 교환 또는 환급  ③?교환 및 환급기준 ????? i) 교환 또는 환급은 구입가를 기준으로 함. 단, 품질보증기간(1년) 경과 제품은 감가(세탁업배상비율표 적용)함. ????? ii) 상하 일착인 경우 한쪽에만 이상이 있어도 일착으로 처리. 단, 소재 및 디자인이 다를 경우엔 해당 의류만 교환.  2. 소비자 부주의에 의한 제품훼손 및 세탁 잘못으로 인한 변형에 대해서는 보상의 책임을 지지 않으며, 수선 가능시에는 실비로 수선해드립니다.?",삼성물산 패션부문 고객상담실: 1599-0007,,,,,,,,,,
249,[오피디아] 미니 GG 버킷백,"1,800,000원",luxury,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
250,[공식]롱샴 르 플리아쥬 오리지널 트래블백 L1625089001,"275,000원",luxury,트래블백,"100% 나일론, 천연가죽(소)",,제조사 : 롱샴 / 수입자 : ㈜롱샴코리아,"프랑스, 루마니아, 모리셔스, 모로코, 중국, 튀니지, 불가리아, 이탈리아 외 국가 (위 국가에서 제조된 상품이 랜덤으로 발송됩니다)",[ 섬유 소재 ] 겉감과 안감을 접착제로 밀착시켜 만든 소재는 시간이 경과함에 따라 습기 등의 영향으로 접착제의 기능이 약화되어 원단의 접착이 떨어지는 현상이 발생할 수 있습니다. 비에 젖은 경우에는 빠르게 수분을 닦아내고 통풍이 잘 되는 곳에서 건조시켜 주십시오. 심하게 젖은 경우엔 동그랗게 색이 착색되는 경우가 있으므로 주의하여 주십시오. 직물 소재의 특성상 사용함에 따라 모서리 및 표면이 마모될 수 있습니다. 천 소재의 가방은 물세탁 및 드라이크리닝을 금하고 있으니 유의하여 사용 바랍니다. 사용하면서 발생하는 제품 오염의 세탁 서비스는 대행해 드리지 않습니다.,"[ 품질보증 기준 ] 롱샴 제품의 품질 보증서를 소지하신 고객에 한해, 구매일 기준 6개월 이내에 상품의 불량이 확인된 경우 무상으로 수선해 드립니다. 단, 고객 부주의에 의한 수선은 품질보증 기간에 상관없이 유상으로 진행되며, 수선 의뢰 시 제품 구매 카드를 반드시 지참하여 해당 구입처로 문의하시기 바랍니다. (면세 상품의 경우, 교환은 불가하며 $600 이상의 상품의 세관에 유치를 통해서만 반품이 가능합니다.) 상품에 동봉되는 품질 보증서 또는 공정거래위원회 고시 소비자 분쟁 해결 기준에 따릅니다. 공정거래위원회 고시 소비자 분쟁 해결기준은 품질 보증서에 우선하여 진행합니다. 분쟁이 발생할 경우 관련법 및 소비자 분쟁 해결 기준에 따릅니다.",㈜롱샴코리아 02-725-1505,블랙,55X40X23cm(밑변X높이X폭),,,,,,,,
251,[구찌 홀스빗 1955] 미니백,"1,660,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
252,프라다 1MC208 2B6P F0236 비텔로 무브 빅 메탈 로고 카드지갑,"389,000원",luxury,카드지갑,소가죽,SIZE - 상세페이지참조,프라다/(주)트랜드메카-병행수입,브랜드국-이탈리아(ITALY)(원산지:),"화장품,향수,마찰등으로 변색,탈색,이염등 상품이 손상 될수 있으니 주의하세요. / 충격과 비틀림에 의한 파손에 주의하세요. / 피부가 민감하여 알러지 반응이 있을시 착용을 중지하세요. / 천연가죽 특성상 작은상처나 가죽결 및 약간의 색조차이가 발생할 수 있으므로, 이점은 결함으로 볼 수 없습니다. / 취급시 수분(물, 땀, 향수 등), 기름, 습기(여름철 습도 등), 온도와 직사광선을 피하여 보관, 사용하시기 바랍니다.",구입일로부터 1년. 관련법 및 소비자 분쟁해결 기준에 따름,(주)트랜드메카 고객센터/1599-3735,,,,,,,,,,
253,[친구 맺고 3%적립] 비세토스 오리지널 카드 반지갑,"290,000원",luxury,상품상세설명 참조,COATED CANVAS,10.0 X 9.0 X 1.0 cm,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
254,골든구스 남성 슈퍼스타 GMF00101 F003362 11233,"718,000원",luxury,,,41사이즈 기준: 굽높이(겉굽) 3 (단위: CM),골든구스 / 골든구스 코리아,이탈리아,"1.천연가죽제품 구두의 경우 땀이나 체열 등 습기에 노출될 경우 가죽의 이염이 발생할 수도 있으며 형태의 변형이발생할수 있으니 가급적 비오는 날이나 습기가많은 장소에는 착용을 하시지 않는것이 좋습니다.      2.제품을 보관할 경우 제품형태의 변형을 막기 위해서 shoe keeper(슈키퍼)를 사용하여 더스트백에 넣은 후 건냉한 곳에 보관하시면 좋습니다.      3.제품에 사용된 가죽은 통기성이 뛰어난 천연가죽으로 제작되어 땀의 흡수 및 마찰에 의해 가죽 염색이 양말에 베어나올수도 있습니다. 초기 사용시 밝은 색 양말의 착용을 피하시는 것이 좋습니다.      4.상품이 물에 젖었을 경우에는 마른 수건으로 물기를 제거한 후 통풍이 잘되는 그늘에서 건조하시기 바랍니다. 직사광선이나 열로 직접 건조하면 변질될 우려가 있습니다.      5.세탁 시 또는 오염이 되었을 때에는 가죽 전문 세탁업체에게 보내어 세탁을 하시고 적합하지 않은 제품(일반세제나 벤졸 등)을 가죽에 사용하였을 경우 얼룩이 생겨 지워지지 않을 수 있음을 알려드립니다.      6.단, 소재가 쎄무 종류일 경우에는 구둣솔 및 고무지우개만 사용하십시오. 가죽 염료는 수성이므로 면, 마 등의 흰 천연 섬유에 오염될 염려가 있으니 습기, 땀 등에 주의를 요합니다.      7.상품의 용도 이외에는 사용을 금합니다.       ※제품의 보다 안전한 사용을 위해 제품에 부착된 케어라벨을 반드시 확인한 후 사용하여 주십시오.",구매일로부터 1년,(주)스타일쉽 고객센터 : 1811-4073,상세페이지 참조,,겉감: 소 가죽 100% 안감: 소 가죽 60% 면 40% 밑창: 고무 100%,,,,,,,
255,Maiko Medium Shopping Bag,"669,000원",luxury,크로스백,소가죽100%,,A.P.C/㈜아이디룩,스페인,드라이클리닝,1. 공정거래위원회 고시 내 소비자 분쟁해결기준에 의거 보상합니다.  2. 구입 후 7일이내 제품에 손상이 없을 경우 교환 또는 환불 받으실 수 있습니다.  (고객변심에 의한 경우에는 왕복택배비를 부담)   3. 수령상품이 불량일 경우 자체 검품 확인후 교환 또는 환불이 가능합니다.,(주)아이디룩 고객센터 1833-2250,89(BROWN),25 x 33 x 10.5 cm.,,,,,,,,
